seed,sample_set,method,stratum_column,stratum_value,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight
18,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,dataset_name,TEST_DATA_MIN,5949,0.4196988504050972,1.0945846105459403,0.1328930987758458,0.19213313161875945,1.2821239393164843,0.7966283939325197,0.4051443456796903
18,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,dataset_name,TEST_DATA_MIN,5949,0.3957875255970257,0.9201187974095213,0.10898177396777428,0.19213313161875945,1.2821239393164843,0.7966283939325197,0.4051443456796903
18,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,dataset_name,TEST_DATA_HOUR,15446,0.4040698045934738,1.943812875277446,0.10018226761868375,0.28434546160818336,1.2270942106861082,0.7624365010951317,0.46195151288630076
18,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,dataset_name,TEST_DATA_HOUR,15446,0.3726660172865187,1.7295502121740516,0.06877848031172867,0.28434546160818336,1.2270942106861082,0.7624365010951317,0.46195151288630076
18,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,dataset_name,TEST_DATA_MIN,4554,0.4690844362510786,0.8281992372250881,0.15815822632992746,0.16776460254721123,1.2170450097171006,0.7561925814686768,0.44709501024801895
18,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,dataset_name,TEST_DATA_MIN,4554,0.44676732237698974,0.7349663562089571,0.1358411124558386,0.16776460254721123,1.2170450097171006,0.7561925814686768,0.44709501024801895
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,oracle_model,CrossFormer,2893,0.5964955819809807,1.0589793781391283,0.15650830399835752,0.0,1.1627743587006016,0.7224723300708329,0.4983586748083941
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,oracle_model,CrossFormer,2893,0.5126498021079002,0.7992855060066556,0.07266252412527706,0.0,1.1627743587006016,0.7224723300708329,0.4983586748083941
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,oracle_model,PatchTST,4822,0.486029385875442,0.9002811241907565,0.11421843261132249,0.21630029033596018,1.1529343942545698,0.7163584164056889,0.476592474878576
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,oracle_model,PatchTST,4822,0.43202837158161767,0.7534103969226179,0.06021741831749823,0.21630029033596018,1.1529343942545698,0.7163584164056889,0.476592474878576
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,oracle_model,DLinear,9290,0.3651665762899355,1.3910264973050541,0.015497338437674285,0.8822389666307858,1.1565270302359083,0.7185906466480503,0.5022273376102853
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,oracle_model,DLinear,9290,0.3813423119928985,1.3863015772134413,0.03167307414063726,0.8822389666307858,1.1565270302359083,0.7185906466480503,0.5022273376102853
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,oracle_model,ES,10499,0.17793165231694,1.9397177245812696,0.08422515684953773,0.0037146394894751883,1.5066454578388802,0.9361314569508569,0.28402997522124085
